Size,Instance_Name,#Node,#Truck,Capacity,Optimal_Cost,BEST_Random,APX,Execution_time,#Iteration,Used_truck
large,X-n1001-k43.vrp,1001,43,131,72404.78563198904,532452.5563204418,7.353830988834525,23.74839904999999,10000,43
large,X-n502-k39.vrp,502,39,13,69254.03636320303,250579.27785846684,3.6182624294171526,11.20496692100005,10000,39
large,X-n513-k21.vrp,513,21,142,24224.86420176902,211175.5584096086,8.71730617974682,8.461596644999872,10000,21
large,X-n524-k153.vrp,524,153,125,154639.25890297085,inf,inf,22.449045708000085,10000,0
large,X-n536-k96.vrp,536,96,371,94872.74640638653,inf,inf,27.104158645000098,10000,0
large,X-n548-k50.vrp,548,50,11,86722.27757710981,315762.66301092546,3.6410789918445414,14.199038598000016,10000,50
large,X-n561-k42.vrp,561,42,74,42739.652695945704,278021.9218996473,6.505011256818671,13.027633335000019,10000,42
large,X-n573-k30.vrp,573,30,210,50717.884979878174,151551.94531457633,2.9881361451626596,11.229723378000017,10000,30
large,X-n586-k159.vrp,586,159,28,190355.10222372148,inf,inf,37.23757942299994,10000,0
large,X-n599-k92.vrp,599,92,487,108482.05871611243,inf,inf,30.744714927000132,10000,0
large,X-n613-k62.vrp,613,62,523,59548.304940199545,319284.93331837264,5.361780383824687,21.726096865000045,10000,62
large,X-n627-k43.vrp,627,43,110,62199.04938685801,inf,inf,15.054354261000071,10000,0
large,X-n641-k35.vrp,641,35,1381,63697.83808523143,333715.4165082,5.239038349491065,16.141957898999863,10000,35
large,X-n655-k131.vrp,655,131,5,106810.59956566418,236640.85126765427,2.2155184244815898,33.91275779300008,10000,131
large,X-n670-k130.vrp,670,130,129,146378.31843753328,inf,inf,28.858161005000056,10000,0
large,X-n685-k75.vrp,685,75,408,68237.21553731913,338586.9401825276,4.96191026430956,28.232418072999963,10000,75
large,X-n701-k44.vrp,701,44,87,81956.01995940873,356542.7294615917,4.350415376908012,17.001439235000134,10000,44
large,X-n716-k35.vrp,716,35,1007,43420.6564451652,266806.03751100757,6.144679960054263,17.700778947000117,10000,35
large,X-n733-k159.vrp,733,159,25,136218.39404680504,408908.02019701386,3.0018561227238654,44.10205964800002,10000,159
large,X-n749-k98.vrp,749,98,396,77303.49914276505,300227.16615317506,3.8837461367526434,37.98523501,10000,98
large,X-n766-k71.vrp,766,71,166,114461.16180212778,416379.73779924127,3.6377381746224855,24.688790750999942,10000,71
large,X-n783-k48.vrp,783,48,832,72408.31876571494,421460.0311887046,5.820602361344486,23.725568732000056,10000,48
large,X-n801-k40.vrp,801,40,20,73333.97393618312,438873.4997444621,5.98458635456439,18.21251803699988,10000,40
large,X-n819-k171.vrp,819,171,358,158148.89835677537,inf,inf,71.45342872299989,10000,0
large,X-n837-k142.vrp,837,142,44,193784.91639895606,inf,inf,47.40292429500005,10000,0
large,X-n856-k95.vrp,856,95,9,89013.59855624012,459022.82055959024,5.1567718641278475,34.41135366100002,10000,95
large,X-n876-k59.vrp,876,59,764,99356.19354150473,419506.15018549265,4.222244585187832,30.330918556999904,10000,59
large,X-n895-k37.vrp,895,37,1816,53898.675359403234,inf,inf,23.99926714000003,10000,0
large,X-n916-k207.vrp,916,207,33,329222.3593754837,inf,inf,71.46363643099994,10000,0
large,X-n936-k151.vrp,936,151,138,132768.74131236685,515461.68194065866,3.882402415248668,50.15050404699991,10000,151
large,X-n957-k87.vrp,957,87,11,85517.72782106075,438778.79814999027,5.1308519219325035,36.56041200400023,10000,87
large,X-n979-k58.vrp,979,58,998,119032.52000804225,527201.6270963311,4.429055413266152,33.934621807999974,10000,58
